8471	100
10939423	10940595	2	0	2	2
10940707	10941689	2	0	0	2
10941780	10944965	2	0	2	2
10945053	10947302	2	1	0	2
10947418	10949210	2	0	3	2
10949269	10950047	2	0	2	2
10950174	10959065	2	1	1	2
10959136	10961281	2	0	2	2
11066515	11067983	1	1	2	1
11124378	11124505	0	1	1	1
11474904	11475144	1	1	1	1
11475238	11477176	1	6	0	1
11827658	11832759	1	2	1	1
11832915	11867113	1	1	0	1
11867145	11869827	1	2	0	1
11869898	11872161	1	2	1	1
11872354	11873839	1	1	0	1
11873925	11876102	1	2	1	1
11876132	11876222	1	2	0	1
11876296	11882266	1	3	0	1
11882338	11886399	1	2	2	1
11884628	11886399	0	0	0	1
11886565	11887950	1	2	0	1
11888146	11889308	1	1	1	1
11890230	11891780	1	0	2	1
11891931	11902859	1	0	0	1
11903142	11903785	1	2	1	1
11904000	11905335	1	0	0	1
11905557	11910164	1	2	0	1
12602527	12604668	1	2	0	1
12604739	12615407	1	1	1	1
12615534	12616312	1	0	0	1
12616371	12618169	1	3	0	1
12618289	12620836	1	0	1	1
12620938	12624240	1	2	0	1
12624331	12625315	1	0	0	1
12625428	12626605	1	2	0	1
15290836	15290993	0	0	6	1
15291024	15295330	0	0	0	1
15295410	15295728	0	0	2	1
15295831	15297154	0	1	0	1
15327756	15342358	0	0	0	2
15342426	15342943	1	0	0	2
15490130	15490869	0	1	0	1
15490946	15492483	0	1	1	1
15541607	15558444	0	0	0	1
15552886	15553208	0	1	0	2
15553586	15553689	0	0	1	2
15558591	15560154	2	1	2	2
15558626	15575610	0	0	0	1
15560264	15560523	2	0	2	2
15575786	15577965	0	0	0	1
15602514	15604050	2	0	4	2
15604133	15604840	2	0	5	2
15622712	15623985	0	0	0	2
15624071	15624537	0	0	0	2
15624674	15624954	0	0	0	2
15625094	15625470	2	2	2	2
15625901	15627330	0	0	0	2
15627410	15627648	0	0	3	2
15627714	15628378	0	2	0	2
15628586	15629736	0	0	0	2
15629891	15631428	0	0	1	2
15631538	15631917	0	0	0	2
15635310	15636008	0	1	1	2
15636066	15636543	0	1	0	2
15636714	15636798	0	0	0	2
15636865	15637379	0	0	0	2
15637459	15638850	0	0	0	2
15639042	15644201	0	1	1	2
15690709	15695369	1	2	1	1
15695485	15695643	1	2	1	1
15695818	15697372	1	2	0	1
15695818	15698660	1	2	0	1
15697629	15698660	1	6	0	1
15698768	15700076	1	2	0	1
15700215	15702684	1	0	0	1
15701482	15702958	2	1	1	2
15702756	15708018	1	3	0	1
15708090	15709780	3	2	1	1
15709826	15710866	1	3	2	1
15711034	15719658	1	2	0	1
15719778	15721284	1	2	0	1
15746899	15754386	1	3	4	1
15749798	15750370	0	0	0	2
15754453	15778008	1	1	0	1
15765780	15774710	1	1	1	1
15774848	15778008	3	2	0	1
15785057	15787170	1	1	2	1
15785057	15791015	1	1	0	1
15787282	15788550	1	2	0	1
15787282	15788583	1	2	1	1
15788699	15788818	1	1	2	1
15788931	15790659	1	3	2	1
15788931	15790683	1	3	2	1
15790797	15791007	0	1	1	1
15790798	15791015	1	2	0	1
15791152	15791626	1	2	0	1
15791152	15796834	1	3	1	1
15791152	15815474	1	3	1	1
15795797	15795937	0	0	0	1
15796134	15796857	1	0	0	1
15806011	15806354	2	0	0	2
15806011	15813392	2	0	1	2
15813481	15815573	2	2	2	2
15813481	15820619	2	2	2	2
15815566	15818572	1	2	0	1
15815566	15826140	1	2	2	1
15853221	15859048	1	3	0	1
15859171	15876487	1	0	0	1
15876687	15877313	1	1	1	1
15877448	15893135	1	1	0	1
15915146	15915639	2	0	2	2
16387839	16390134	1	2	2	1
16390220	16390368	1	3	1	1
16390495	16390639	1	1	1	1
16424108	16424523	0	0	2	1
16425212	16425243	0	0	0	1
16425487	16425515	0	1	1	1
16429158	16433321	0	3	0	2
16433461	16434362	0	0	1	2
16434454	16438285	0	0	0	2
16438437	16439311	0	0	0	2
16439391	16459928	0	0	0	2
16460104	16472850	0	0	1	2
16472978	16474086	0	0	0	2
16474229	16476697	0	0	0	2
16503375	16508152	0	1	0	1
16508239	16509386	0	0	0	1
16521289	16525945	1	2	0	1
16526113	16526973	1	1	1	1
16572150	16572706	0	0	0	1
16572753	16573042	0	0	0	1
16573212	16573420	0	0	0	1
16573526	16574463	0	1	0	1
16578073	16580809	2	0	0	2
16581287	16582505	2	0	2	2
16592975	16599418	1	3	0	1
16602215	16611656	1	0	0	1
16602215	16622839	1	0	0	1
16602215	16638577	1	0	0	1
16611893	16613983	1	1	1	1
16611893	16614075	1	1	0	1
16614178	16614697	1	1	0	1
16614178	16622839	1	1	0	1
16616346	16616744	1	0	1	1
16619720	16620050	1	0	0	1
16620160	16622839	1	3	0	1
16622897	16637038	1	1	0	1
16637090	16638577	1	1	0	1
16638740	16639296	1	1	0	1
16638740	16647166	1	1	3	1
16638740	16647603	1	1	1	1
16638740	16648525	1	1	2	1
16638740	16697494	1	1	0	1
16645813	16646446	2	1	2	2
16647257	16647661	1	2	1	1
16647785	16648525	1	2	2	1
16648648	16653508	3	3	1	1
16649961	16652320	1	2	0	1
16652483	16652931	1	4	0	1
16654076	16659495	2	0	2	2
16659628	16659856	2	2	2	2
16659969	16661474	2	2	1	2
16661555	16669460	2	0	2	2
16669620	16670215	2	0	2	2
16670261	16671516	2	0	0	2
16671178	16671516	2	1	0	2
16671588	16673598	2	0	0	2
16671588	16675121	2	0	0	2
16673752	16675121	2	3	0	2
16676046	16677191	2	0	2	2
16677376	16679290	2	0	0	2
16679493	16690101	2	0	0	2
16690280	16690571	2	0	1	2
16690616	16691973	2	1	0	2
16692139	16694576	2	1	0	2
16694721	16695002	2	1	1	2
16695144	16695240	2	1	3	2
16695358	16696776	2	0	1	2
16698156	16700312	2	0	1	2
16700449	16701152	2	1	3	2
16701312	16702041	2	0	0	2
16702203	16703991	2	3	1	2
16704106	16704307	2	2	1	2
16725240	16745349	1	2	4	1
16745479	16747053	1	2	1	1
16747739	16748274	2	1	1	2
16784409	16799769	2	0	2	2
16800024	16807737	2	2	2	2
16808083	16821605	2	0	2	2
16808083	16825289	2	0	2	2
16828060	16828540	1	2	0	1
16844525	16844863	1	2	2	1
16845076	16845917	1	3	1	1
16846081	16846303	1	3	0	1
16869626	16870774	1	4	0	1
16904516	16904639	2	2	3	2
16914550	16914929	2	1	1	2
16921753	16922123	2	1	1	2
16926197	16926376	4	0	1	2
16933825	16933947	2	3	3	2
16954090	16955792	0	0	0	1
16955857	16956215	0	0	0	1
16962876	16963723	2	0	2	2
16963829	16964764	2	0	1	2
16964862	16965176	2	0	3	2
16965268	16966098	2	0	1	2
16966183	16968296	2	0	1	2
16966364	16968296	2	0	1	2
16967445	16968296	2	1	1	2
16967481	16968296	2	1	1	2
16968383	16969611	2	0	2	2
16968383	16969941	2	0	1	2
16968383	16987958	2	0	2	2
16968383	16991871	2	0	2	2
16970193	16987958	2	1	2	2
16988116	16991871	2	0	3	2
16988167	16991871	2	1	5	2
16992176	17007939	2	1	0	2
17022042	17022347	0	0	0	2
17037344	17044871	1	1	1	1
17045000	17046344	1	1	3	1
17045000	17047322	1	1	2	1
17046444	17047322	1	0	3	1
17047426	17056375	1	0	0	1
17047426	17057071	1	0	1	1
17047426	17060593	1	0	1	1
17047430	17058013	1	0	1	1
17085229	17097060	1	1	1	1
17085229	17097795	1	1	2	1
17097086	17097795	1	0	3	1
17097086	17097854	1	0	1	1
17097943	17098773	1	1	0	1
17098887	17099148	1	1	0	1
17098887	17100353	1	1	0	1
17098887	17101994	1	1	0	1
17100481	17101994	1	1	0	1
17102043	17102137	1	3	1	1
17102302	17103492	1	1	0	1
17103577	17104724	1	4	0	1
17104810	17105589	1	3	0	1
17105602	17105851	1	1	0	1
17105602	17107725	1	1	1	1
17105954	17107725	1	1	1	1
17107768	17108305	1	1	0	1
17120143	17121250	2	3	2	2
17122039	17122567	3	1	1	1
17122039	17124653	3	1	0	1
17122344	17124653	1	2	0	1
17122738	17124653	1	1	0	1
17124771	17130360	1	0	0	1
17130484	17131613	1	0	0	1
17130484	17131861	1	0	1	1
17138357	17138548	2	0	1	2
17138357	17141057	2	0	4	2
17138738	17141057	2	2	3	2
17141233	17141391	2	1	1	2
17141233	17143096	2	1	3	2
17143131	17145022	2	0	1	2
17143131	17159124	2	0	3	2
17145117	17148446	2	0	1	2
17148560	17149540	2	3	2	2
17148560	17158455	2	2	3	2
17149745	17158455	2	0	3	2
17149745	17159124	2	0	3	2
17149745	17165207	2	0	3	2
17159474	17165267	1	1	1	1
17159551	17165267	1	1	1	1
17159837	17165267	1	2	1	1
17179278	17181485	2	0	0	2
17179760	17181485	2	1	0	2
17180486	17181485	2	0	0	2
17181576	17181818	2	2	0	2
17182022	17182602	2	2	3	2
17182740	17188337	2	0	2	2
17182761	17188337	2	0	3	2
17188447	17189940	2	2	1	2
17188447	17191681	2	3	3	2
17190032	17191681	2	0	6	2
17191810	17198597	2	2	0	2
17191810	17199161	2	3	2	2
17191810	17199547	2	2	1	2
17191810	17203561	2	3	1	2
17199279	17199547	2	2	1	2
17203773	17203852	2	0	2	2
17203773	17207069	2	0	5	2
17203889	17207069	2	1	2	2
17207290	17209354	2	1	2	2
17207290	17219354	2	1	2	2
17209598	17219354	2	0	2	2
17209598	17221725	2	0	3	2
17209685	17221725	2	1	5	2
17209690	17219354	2	0	2	2
17209723	17212001	2	0	2	2
17209723	17219354	2	0	2	2
17209723	17221725	2	0	3	2
17209723	17258166	2	0	0	2
17209751	17219354	2	2	2	2
17212578	17219354	2	0	2	2
17212578	17221725	2	0	2	2
17213756	17214062	3	2	0	1
17222101	17230161	2	0	2	2
17222101	17256266	2	0	2	2
17256878	17258162	2	0	1	2
17258306	17260788	2	0	3	2
